"nombre","direccion","ciudad","provincia","ci"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 90","LEGUA 7 &quot;D&quot; LOTE 14","GRAL CASTELLI","Chaco","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 91","RADALES 450","SAN CARLOS DE BARILOCHE","Río Negro","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 92","PEDRO ACOSTA 665 LUJAN","BAHIA BLANCA ","Buenos Aires","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 93","MONTECASEROS 2655","MENDOZA","Mendoza","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 94","RICHIERI 2822","ROSARIO ","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 95","KM 15 Nª 162 FORTIN LUGONES","PATIÑO ","Formosa","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 96","SAN MARTIN Nª 501","MACIEL ","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 97","JUJUY Nª 495","VENADO TUERTO ","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 98","SANTIAGO BRETH Nª 629","VENADO TUERTO","Santa Fe","1088"
"IGLESIA INTERNACIONAL DEL EVANGELIO CUADRANGULAR - FILIAL 99","RICCHIERI Nª 2832","ROSARIO ","Santa Fe","1088"
"IGLESIA INTERNACIONAL EJERCITO EVANGELICO ARGENTINO","PICUN LEUFU 774 ","NEUQUÉN","Neuquén","2586"
"IGLESIA INTERNACIONAL EJERCITO EVANGELICO ARGENTINO - FILIAL 1","LOTE 1 MANZANA 3 BARRIO SAN LORENZO","NEUQUEN","Neuquén","2586"
"IGLESIA INTERNACIONAL UNIDOS EN EL AMOR DE JESUS","CALLE 835 Nº 2222 ","SAN FRANCISCO SOLANO","Buenos Aires","1447"
"IGLESIA INTERNACIONAL UNIDOS EN EL AMOR DE JESUS - FILIAL 1","URQUIZA 2820","QUILMES OESTE","Buenos Aires","1447"
"IGLESIA INTERNACIONAL UNIDOS EN EL AMOR DE JESUS - FILIAL 2","ANICETO DIAZ 32","FLORENCIO VARELA","Buenos Aires","1447"
"IGLESIA INTERNACIONAL UNIDOS EN EL AMOR DE JESUS - FILIAL 3","AVDA. TOMAS FLORES 1575","BERNAL OESTE","Buenos Aires","1447"
"IGLESIA INTERNACIONAL UNIDOS EN EL AMOR DE JESUS - FILIAL 4","DERQUI 1027","BURZACO","Buenos Aires","1447"
"IGLESIA INTERNACIONAL UNIDOS EN EL AMOR DE JESUS - FILIAL 5","AVDA. ESPORA ESQUINA ITALIA","BURZACO","Buenos Aires","1447"
"IGLESIA INTERNACIONAL UNIDOS EN EL AMOR DE JESUS - FILIAL 6","MOLINA 830","JOSE MARMOL","Buenos Aires","1447"
"IGLESIA INTERNACIONAL UNIDOS EN EL AMOR DE JESUS - FILIAL 7","PLUMERILLO 980","SANTA ROSA","La Pampa","1447"
"IGLESIA ISRAELITA DEL NUEVO PACTO","ISLA DECEPCION 29 ","MONTE GRANDE","Buenos Aires","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 1","COLONIA 25 DE MAYO","25 DE MAYO","La Pampa","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 10","CHACRA 283 COLONIA FATIMA CERVANTES","GENERAL ROCA","Río Negro","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 11","SAN JUAN 3445","GENERAL ROCA","Río Negro","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 12","WINTER 249 QUINTA 71","GENERAL ROCA","Río Negro","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 13","CALLE 44 ENTRE CATAMARCA Y RIOJA","GUERNICA","Buenos Aires","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 14","BARRIO EL PORVENIR","INGENIERO HUERGO","Río Negro","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 15","MANZANA E LOTE 16","LACAR","Neuquén","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 16","ALVAREZ DE TOLEDO 6471","MONTE GRANDE","Buenos Aires","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 17","CALLE 238 Nº 1246","MAR DEL PLATA","Buenos Aires","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 18","CATAMARCA S/N BARRIO MARTINEZ MORENO","MONTE GRANDE","Buenos Aires","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 19","BARRIO LAS FLORES","MONTE GRANDE","Buenos Aires","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 2","LOTE 6D MANZANA 060","AVELLANEDA","Río Negro","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 20","ISLA DECEPCION S/N E/ LAPRIDA Y FERNANDEZ DE TOROCIR","MONTE GRANDE","Buenos Aires","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 21","MANZANA ZONA D1 LOTE 5","NEUQUEN","Neuquén","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 22","MANZANA B LOTE 10","PLOTTIER","Neuquén","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 23","LOS CAFAYATES S/N MANZANA 0 LOTE 12","PLOTTIER","Neuquén","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 24","CHICLANA S/N LOTE 14 MANZANA 125","UNION FERROVIARIA","Buenos Aires","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 25","CALLE 19 Nº 378 Bº LAVALLE","VIEDMA","Río Negro","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 26","MANZANA 114 A LOTE 14","VILLA CEFERINO","Neuquén","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 27","SAN SEBASTIAN 1865","VILLA REGINA","Río Negro","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 3","BARRIO BRITANICO","BAHIA BLANCA","Buenos Aires","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 4","BAIGORRIA 2765","BAHIA BLANCA","Buenos Aires","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 5","RUTA NACIONAL 157 KM. 1240","BELLA VISTA","Tucuman","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 6","BARRIO SARMIENTO","CENTENARIO","Neuquén","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 7","CUBA S/N MANZANA 211","CENTENARIO","Neuquén","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 8","MANZANA 262 LOTE 4 BARRIO MANCINNI","CIPOLETTI","Río Negro","178"
"IGLESIA ISRAELITA DEL NUEVO PACTO - FILIAL 9","GUEMES 550 MANZANA 379 PARCELA 15","CIPOLETTI","Río Negro","178"
"IGLESIA JEHOVÁ ES MI GUERRERO","CALLE: DORREGO N° 23, VILLA TULUMAYA","LA VALLE ","Mendoza","5358"
"Iglesia Jehová Venga Tu Reino ","Central: Barrio Oeste 3, Mza 3 - Casa 13, Villa Carmela","Yerba Buena ","Tucuman","4831"
"IGLESIA JESUCRISTO EL BUEN SAMARITANO","SARCIONE N° 2830","LOCALIDAD DE CLAYPOLE","Buenos Aires","4101"
"IGLESIA JESUCRISTO ES EL SEÑOR DEL VALLE","TUCUMÁN N° 119","LOCALIDAD DE LA CONSULTA-DPTO. SAN CARLOS","Mendoza","4029"
"IGLESIA JESUCRISTO ES FUENTE DE VIDA A LAS NACIONES","SAN MARTIN 99","MALAGUEÑO-SANTA MARÍA","Córdoba","4328"
"IGLESIA JESUCRISTO ES FUENTE DE VIDA A LAS NACIONES","SAN MARTIN 99 - DEPTO. SANTA MARIA","MALAGÜEÑO","Córdoba","4328"
"Iglesia Jesucristo Es Mi Salvador y Señor ","Ruta Provincial  N° 11, Calle 1 Prolongación Oeste S/N, Localidad De Estación Simbolar","La Banda ","Santiago del Estero","4870"
"Iglesia Jesucristo Es Nuestra Fortaleza ","Calle: Juan Bautista Alberdi N° 485 Localidad De Arrecifes","Arrecifes ","Buenos Aires","4614"
"IGLESIA JESUCRISTO ES PODEROSO","AVENIDA ASAMBLEA N° 137","CIUDAD AUTÓNOMA DE BUENOS AIRES ","Buenos Aires","5114"
"IGLESIA JESUCRISTO LA LUZ DEL MUNDO, MINISTERIO CAMINO DE FE","AVELLANEDA 5287","LA TABLADA","Buenos Aires","4414"
"IGLESIA JESUCRISTO YO SOY EL CAMINO MINISTERIO UNA MIRADA DE FE","GALLO 782","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","3906"
"IGLESIA JESÚS CAMINO, VERDAD Y VIDA","SANTONI 846","VILLA MARÍA","Córdoba","4211"
"IGLESIA JESUS EL PAN DE VIDA","AVELLANEDA 2750","EL TALAR ","Buenos Aires","3882"
"IGLESIA JESÚS ES EL MESÍAS","MIGUEL DE CERVANTES 875","LOMAS DE ZAMORA","Buenos Aires","4185"
"IGLESIA JESUS ES LA RESPUESTA","MONTEVIDEO 2000","BERNAL OESTE","Buenos Aires","3669"
"IGLESIA JESÚS ES MI REFUGIO","MZ 39, PC 18","RESISTENCIA","Chaco","4213"
"IGLESIA JESUS ES MI SALVADOR","BERNARDO DE IRIGOYEN 1414","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 1","CALANDRIA 2956 BARRIO SAN JOSE","TEMPERLEY","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 10","PTE. PERON 426","FLORENCIO VARELA","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 11","ESMERALDA 530","GONZALEZ CATAN","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 12","AUSTRALIA 2530","SAN JUSTO","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 13","SARANDI 818","MERLO","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 14","CALLE 112 N° 1393","BERAZATEGUI","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 15","AV. MITRE 1840","SAN MIGUEL","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 16","CALLE 895 N° 4156","SAN FRANCISCO SOLANO","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 17","RIO CUARTO 4033","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 18","PTE. HECTOR J. CAMPORA 2561","MERLO","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 19","MARCOS PAZ 3272","LAFERRERE","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 2","CALLE 845 N° 2557","SAN FRANCISCO SOLANO","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 20","HARGUINDEGUY 156","EZEIZA","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 21","3 DE FEBRERO 83","SAN FERNANDO","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 22","AV. RIVADAVIA 11980","CIUDADELA","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 23","COSQUIN 2830","INGENIERO BUDGE","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 3","AV. AVELLANEDA 452","CORDOBA","Córdoba","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 4","AV. RIVADAVIA 18476","MORON","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 5","ALSINA 1957","LOMAS DE ZAMORA","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 6","GARIBALDI 73","QUILMES","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 7","PIEDRABUENA 6350","LAFERRERE","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 8","CARLOS CASARES 783","RAFAEL CASTILLO","Buenos Aires","2879"
"IGLESIA JESÚS ES MI SALVADOR - FILIAL 9","JUAN XXIII Y PRINGLES S/N°","MAQUINISTA SAVIO","Buenos Aires","2879"
"IGLESIA JESUS FUENTE DE VIDA","LIMAY 1134 ","AVELLANEDA","Buenos Aires","3178"
"IGLESIA JESÚS LA LUZ DEL MUNDO","PERITO MORENO 1073","GODOY CRUZ","Mendoza","4186"
"IGLESIA JESUS LLAMA A TU PUERTA","SAN MARTIN 2296 SIERRAS BAYAS","OLAVARRIA","Buenos Aires","3116"
"IGLESIA JESÚS MI REDENTOR ","JUAN CAPUANO N° 38","GUERNICA","Buenos Aires","5169"
"IGLESIA JESÚS MI REDENTOR ","CALLE: JUAN CAPUANO N° 38","GUERNICA ","Buenos Aires","5169"
"IGLESIA LA CATEDRAL DE LOS MILAGROS EN SALTA","AV. PARAGUAY 1489","SALTA","Salta","4344"
"IGLESIA LA ESTRELLA RESPLANDECIENTE DE MANANTIAL","BRANDSEN 2139 2° PISO ","VIRREYES","Buenos Aires","3315"
"IGLESIA LA ESTRELLA RESPLANDECIENTE DE MANANTIAL - FILIAL 1","SAAVEDRA S/N° DPTO. LOS ROBLES","VILMER","Santiago del Estero","3315"
"IGLESIA LA GLORIA DE DIOS ","CALLE: LÓPEZ Y PLANES N° 6106","SAN MARTÍN ","Buenos Aires","5065"
"IGLESIA LA GLORIA DE JESÚS","RIOBAMBA 1627","DON TORCUATO","Buenos Aires","3822"
"IGLESIA LA NUEVA ANTIOQUIA","CONCORDIA N° 221","FLORENCIO VARELA ","Buenos Aires","3989"
"IGLESIA LA NUEVA JERUSALEM MINISTERIO LLAMA DE FUEGO","CALLE 68 Nº 4050 ","NECOCHEA","Buenos Aires","2617"
"IGLESIA LA NUEVA JERUSALEM MINISTERIO LLAMA DE FUEGO - FILIAL 1","CALLE 59 N° 1035","NECOCHEA","Buenos Aires","2617"
"IGLESIA LA NUEVA VISION DEL NOMBRE DE JESUS","ATENAS N° 237","CIUDAD DE CATRIEL","Río Negro","4068"
"IGLESIA LA PIEDRA VIVA ES JESUCRISTO","MISIONES 182","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","3467"
"IGLESIA LA RESTAURACIÓN AGAPE","CALLE: PELEGRINI N° 3917- ROSARIO","ROSARIO","Santa Fe","5020"
"IGLESIA LA VOZ DE DIOS","AV. EVA PERON 5050 ","MORON","Buenos Aires","2776"
"IGLESIA LA VOZ QUE CLAMA EN EL DESIERTO. - ISAIAS 40: 3a","MANZANA I - LOTE 21 - BARRIO 21 DE SEPTIEMBRE","SAN MIGUEL DE TUCUMÁN","Tucuman","3977"
"IGLESIA LINAJE REAL","FERNANDO FLEMING 503-B° UNIVERSITARIO","SALTA","Salta","3488"
"IGLESIA LOS MILAGROS DE JESUS","AZARA N° 949","LOCALIDAD DE MERLO-PART. DE MERLO","Buenos Aires","4110"
"IGLESIA LOS SOLDADOS DE JESUS","529 N° 1986 - GDOR. JULIO A. ROCA","FLORENCIO VARELA","Buenos Aires","4444"
"Iglesia Los Soldados de Jesus ","Calle: 529 N° 1986, Julio Acosta","Florencio varela ","Buenos Aires","4444"
"Iglesia Los Soldados de Jesús - Filial ","Los Olmos N° 2145","Florencio Varela ","Buenos Aires","4444"
"IGLESIA LUZ DE SALVACION ASOCIACION CIVIL","GALICIA 2573 ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","2829"
"IGLESIA LUZ DE SALVACION ASOCIACION CIVIL - FILIAL 1","ARISTOBULO DEL VALLE 1857","FLORIDA","Buenos Aires","2829"
"IGLESIA LUZ DE SALVACION ASOCIACION CIVIL - FILIAL 2","ASAMBLEA 328","BOULOGNE","Buenos Aires","2829"
"IGLESIA LUZ DE SALVACION ASOCIACION CIVIL - FILIAL 3","RIVADAVIA 549 CIRC. 01 ZONA 2 MANZ. 137 PARCELA 17","RIO CUARTO","Córdoba","2829"
"IGLESIA LUZ DE SALVACION ASOCIACION CIVIL - FILIAL 4","BARTOLOME MITRE 965","MORON","Buenos Aires","2829"
"IGLESIA LUZ DE SALVACION ASOCIACION CIVIL - FILIAL 5","ARISTOBULO DEL VALLE 1861/65","VICENTE LOPEZ","Buenos Aires","2829"
"Iglesia Luz Unitaria Universal","Av: Asunción N° 150, Departamento Punilla","Villa Carlos Paz ","Córdoba","4657"
"IGLESIA MANANTIAL DE VIDA, JESUCRISTO SALVA Y SANA","PARAJE POLVADERA S/N°","DEPTO. QUEBRACHOS","Santiago del Estero","4384"
"IGLESIA MANANTIAL DEL EVANGELIO PLENO DE ASAMBLEA DE DIOS","JUNIN AL SUR 1021","BURZACO","Buenos Aires","3698"
"IGLESIA MESIANICA MUNDIAL SEKAI KYUSEI KYO EN LA ARGENTINA","AVDA. LACROZE 2025 ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","18"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA","CHOCON 1571 BARRIO CONFLUENCIA","NEUQUÉN","Neuquén","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 1","BRAVARD 2183 BARRIO NOROESTE","BAHIA BLANCA","Buenos Aires","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 10","ALTAMIRA 31 A LA PAR 145 MANZANA 1000 LOTE 7","VILLA ESPAÑA ","Buenos Aires","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 11","2 DE AGOSTO S/N°","SAN CARLOS DE BARILOCHE ","Río Negro","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 12","TISCORNIA 971 1° PISO","SAN CARLOS DE BARILOCHE ","Río Negro","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 13","LOTE 15 SOLAR C MANZANA 114","INGENIERO JACOBACCI ","Río Negro","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 14","OBLIGADO S/N°","RIO GRANDE ","Tierra del Fuego","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 15","PARAGUAY Y SECADERO DE MOSQUETA","EL BOLSON ","Río Negro","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 16","HUEMUL CASA 11 BARRIO LAS PIEDRITAS","VILLA LA ANGOSTURA ","Neuquén","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 17","KM 35","PARAJE DEL CHAÑAR","Neuquén","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 18","LOTE 23 MANZANA D QUINTA 34 Y 35","TREVELIN","Chubut","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 19","MAYOR TORRES 1984","ZAPALA","Neuquén","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 2","GUINELLI EX 98 N° 3028","MAR DEL PLATA","Buenos Aires","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 20","BELGRANO 1949","PUNTA ALTA","Buenos Aires","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 21","BELGRANO S/N° CASA 127 BARIO PARQUE SUR","SAN MARTIN DE LOS ANDES","Neuquén","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 22","AQUINO S/N° LOTE 20 MANZANA 105","BURZACO ","Buenos Aires","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 23","GALICIA 3170","MAR DEL PLATA","Buenos Aires","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 24","VILLA EL TRIANGULO LOTE 88 SECCION 11A","ROSARIO","Santa Fe","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 25","VIEDMA 4140","ROSARIO","Santa Fe","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 26","CARABELAS 1140 LOTE 8 MANZANA 635 BARRIO LA FORESTA","COMODORO RIVADAVIA","Chubut","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 27","ESPAÑA 881","CATRIEL","Río Negro","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 28","BUENOS AIRES 76 BARRIO SARMIENTO SOLAR 23 MANZANA 49","CATRIEL","Río Negro","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 29","ALBANIA 106 PARCELA 16 SECCION H","CATRIEL","Río Negro","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 3","BARIO LOS PINOS LOTES 11 Y 12","SAN NICOLAS ","Buenos Aires","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 30","GOBERNADOR FRANCISCO DENIS S/N° CHACRA 119 LOTE 1 Y 2","NEUQUEN","Neuquén","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 31","OLIMPIA S/N° MANZANA 42 LOTE 11 BARRIO OÑA AMPLIACION","CORDOBA","Córdoba","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 32","458 ESQUINA 414 LOTE 8B MANZANA 62 JUAN MARIA GUTIERREZ","BERAZATEGUI","Buenos Aires","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 33","JOSE MARIA GUIDO 1767 BARRIO IPPV","VIEDMA","Río Negro","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 34","BARRIO DON BOSCO LOTE 41 MANZANA 318","TRELEW","Chubut","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 35","49 N° 4045 ID 62 PARCELA 05 LOTE 5 MANZANA B","NECOCHEA ","Buenos Aires","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 36","ALMAFUERTE S/N° ENTRE JOSE HERNANDEZ Y MANUEL GALVEZ PARCELA 10 MANZANA 198","INGENIERO JACOBACCI ","Río Negro","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 37","ESTADOS UNIDOS 1778 BARRIO SAN MARTIN","GENERAL ROCA ","Río Negro","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 38","TUCUMAN 1661","LOMA HERMOSA","Buenos Aires","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 39","BIGUA ENTRE D. LOPEZ Y A . PACHECO SECCION E PARCELA 235 QUINTA 84 BARRIO CERRITO","CARMEN DE PATAGONES","Buenos Aires","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 4","MANZANA A LOTE 18 CALLE PADER MILANESIO","JUNIN DE LOS ANDES","Neuquén","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 40","TABOADA 1756 BARRIO RECONQUISTA","MERLO","Buenos Aires","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 41","SARMIENTO 182","PICO TRUNCADO","Santa Cruz","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 42","LOS NOGALES Y ROBLES MANZ. 475 LOTE 8 BARRIO SANTA LUISA DE LOS LEONES","DINA HUAPI","Río Negro","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 43","FILARDI 2480","VILLA FIORITO","Buenos Aires","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 44","LOLAKEPS 88 BARRIO CENTRO","RIO GRANDE ","Tierra del Fuego","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 45","USPALLATA S/N° ZONA N","SANTA ROSA","La Pampa","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 46","PRINCIPAL S/N° BARRIO NUEVA ESPERANZA","LA FAVORITA","Mendoza","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 47","PARAGUAY Y CHOCON BARRIO EMPLEADOS PUBLICOS","ZAPALA","Neuquén","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 48","419 Y 454 S/N° BARRIO EL CASTILLO","BERAZATEGUI","Buenos Aires","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 49","GENCO S/N° VALENTINA NORTE","NEUQUEN","Neuquén","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 5","CALLE 214 BARRIO ISLAS MALVINAS","NEUQUEN","Neuquén","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 50","SAN LORENZO 2698 BARRIO FENIX","RIO CUARTO","Córdoba","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 51","CASA 335 BARRIO ERRADICACIÓN","SANTA ROSA","La Pampa","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 52","CALLE 100 S/N° BARRIO PARQUE INDUSTRIAL","SAN PATRICIO DEL CHAÑAR","Neuquén","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 53","APIWAN 1165 BARRIO 25 DE NOVIEMBRE","TREVELIN","Chubut","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 54","F. PAWLY S/N° BARRIO TRIANGULO DE PAWLY","CHIMPAY","Río Negro","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 55","JAVIER MOLINA Y ECHEGARAY S/N° MANZANA F2 LOTE 11 BARRIO PALMIRA","SAN MARTIN DE LOS ANDES","Mendoza","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 56","SIN NOMBRE MANZANA 42 LOTE 12","AÑELO ","Neuquén","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 57","CHACO 5702","SANTA FE","Santa Fe","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 58","CURRU LEUVU 525 BARRIO MALDONADO","CHOELE CHOEL","Río Negro","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 59","LA AMISTAD ESQUINA GRANADEROS CUARTEL V","MORENO","Buenos Aires","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 60","COMPLEJO CHOCON S/N° LOTE 10 MANZANA G BARRIO PARQUE INDUSTRIAL","SAN PATRICIO DEL CHAÑAR","Neuquén","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 61","GOBERNADOR MAYER NORTE 246","COMANDANTE LUIS PIEDRABUENA","Santa Cruz","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 62","JORGE NEWBERY 2133 - b° VILLARINO","CIPOLLETTI","Río Negro","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 7","MUÑIZ 158","LUZURIAGA ","Mendoza","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 8","VILCAPUGIO 1033","SAN CARLOS DE BARILOCHE ","Río Negro","397"
"IGLESIA METODISTA PENTECOSTAL ARGENTINA - FILIAL 9","JUAN XXIII N° 347","COMODORO RIVADAVIA","Chubut","397"
"IGLESIA METODISTA REFORMADA ARGENTINA","LEZAMA S/N - MACIZO &quot;6&quot; ","TRELEW","Chubut","2470"
